gsn,drugname,strength,dosetype, price 
065752,ACETAMINOPHEN,160 MG/5ML,ORAL SUSP, $0.14 
065754,ACETAMINOPHEN,325/10.15,ORAL SUSP, $0.14 
065755,ACETAMINOPHEN,650MG/20.3,ORAL SUSP, $0.07 
065756,ACETAMINOPHEN,160 MG/5ML,SOLUTION, $0.40 
065757,ACETAMINOPHEN,325/10.15,SOLUTION, $0.15 
065758,ACETAMINOPHEN,650MG/20.3,SOLUTION, $0.15 
065761,PRAMIPEXOLE DI-HCL,0.75 MG,TAB ER 24H, $7.28 
065762,PRAMIPEXOLE DI-HCL,0.375 MG,TAB ER 24H, $5.18 
065763,PRAMIPEXOLE DI-HCL,1.5 MG,TAB ER 24H, $6.80 
065764,PRAMIPEXOLE DI-HCL,3 MG,TAB ER 24H, $7.64 
065765,PRAMIPEXOLE DI-HCL,4.5 MG,TAB ER 24H, $7.53 
065772,CHOLECALCIFEROL (VITAMIN D3),25 MCG,TAB CHEW, $0.07 
065777,PAZOPANIB HCL,200 MG,TABLET, $86.28 
065838,PEDI MULTIVIT NO.16 W-FLUORIDE,1 MG,TAB CHEW, $0.09 
065841,MENTHOL/ZINC OXIDE,0.44-20.6%,OINT. (G), $0.03 
065872,CHOLECALCIFEROL (VITAMIN D3),125 MCG/ML,DROPS, $0.22 
065880,FENOPROFEN CALCIUM,400 MG,CAPSULE, $9.99 
065909,DEXMETHYLPHENIDATE HCL,30 MG,CPBP 50-50, $1.72 
065929,COLESEVELAM HCL,3.75 G,POWD PACK, $6.55 
065933,"MINERAL OIL/PETROLATUM,WHITE",42.5-57.3%,OINT. (G), $3.37 
065955,POTASSIUM CITRATE,15 MEQ,TABLET ER, $0.44 
065966,ESTRADIOL,10 MCG,TABLET, $7.47 
065967,ACITRETIN,17.5 MG,CAPSULE, $11.50 
065974,OMEGA-3/DHA/EPA/FISH OIL,1000 MG,CAPSULE, $0.09 
065983,MULTIVIT-MIN/IRON/FA/P.GINSENG,18-0.4-50,TABLET, $0.08 
065992,MULTIVIT-MINS/IRON/FOLIC/LYCOP,8-200-600,TABLET, $0.08 
066038,IMIQUIMOD,3.75 %,CREAM PACK, $37.34 
066041,MECOBAL/LEVOMEFOLAT CA/B6 PHOS,2-3-35 MG,TABLET, $1.21 
066047,RITONAVIR,100 MG,TABLET, $2.85 
066066,DALFAMPRIDINE,10 MG,TAB ER 12H, $0.97 
066092,SILDENAFIL CITRATE,10 MG/12.5,VIAL, $10.58 
066093,CETIRIZINE HCL,10 MG,CAPSULE, $0.38 
066102,WITCH HAZEL,50 %,MED. PAD, $0.05 
066124,"PNV 19/IRON PS,HEME/FOLIC/DHA",22-6-1-200,CAPSULE, $3.60 
066125,LEVOTHYROXINE SODIUM,150 MCG,CAPSULE, $3.35 
066126,LEVOTHYROXINE SODIUM,137 MCG,CAPSULE, $3.97 
066127,LEVOTHYROXINE SODIUM,125 MCG,CAPSULE, $3.56 
066128,LEVOTHYROXINE SODIUM,112 MCG,CAPSULE, $6.14 
066129,LEVOTHYROXINE SODIUM,100 MCG,CAPSULE, $3.97 
066130,LEVOTHYROXINE SODIUM,88 MCG,CAPSULE, $5.12 
066131,LEVOTHYROXINE SODIUM,75 MCG,CAPSULE, $3.35 
066132,LEVOTHYROXINE SODIUM,50 MCG,CAPSULE, $3.97 
066133,LEVOTHYROXINE SODIUM,25 MCG,CAPSULE, $5.67 
066134,LEVOTHYROXINE SODIUM,13 MCG,CAPSULE, $3.97 
066139,MV-MINS 71/IRON/FOLIC NO.1/DHA,28-1-300MG,CAPSULE, $0.08 
066148,MULTIVIT-MINERALS/FOLIC/GINKGO,400MCG-120,TABLET, $0.08 
066174,ROMIDEPSIN,10 MG/2 ML,VIAL," $3,085.47 "
066186,"MULTIVIT,CALC,MINS/IRON/FOLIC",6MG-267MCG,TABLET, $0.08 
066200,HYDROMORPHONE HCL,12 MG,TAB ER 24H, $13.36 
066214,"MULTIVIT,CALC,MINS/IRON/FOLIC",10MG-0.4MG,TABLET, $0.08 
066217,MULTIVIT-MIN/FERROUS GLUCONATE,9 MG/15 ML,LIQUID, $0.08 
066224,POLYDIMETHYLSILOXANES/SILICON,,GEL (GRAM), $1.23 
066234,"MV-MN/FA/LYCOP/OMEGA 3,6,9 #3",400-300MCG,CAPSULE, $0.08 
066237,KIT FOR PREP TC-99M/MEBROFENIN,45 MG,VIAL, $73.80 
066252,"MULTIVIT,CALC,MINS/FOLIC ACID",267 MCG,TABLET, $0.08 
066260,SIROLIMUS,0.5 MG,TABLET, $4.07 
066267,MULTIVIT/FOLIC ACID/ZINC/VIT C,400-50-500,CAPSULE, $0.08 
066296,MULTIVITAMIN/ZINC OXIDE,7.5 MG,TAB CHEW, $0.08 
066308,"PEN NEEDLE, DIABETIC","32GX 5/32""",DIS NEEDLE, $0.05 
066328,NAPROXEN/ESOMEPRAZOLE MAG,500MG-20MG,TAB IR DR, $8.36 
066329,NAPROXEN/ESOMEPRAZOLE MAG,375MG-20MG,TAB IR DR, $9.96 
066336,TRANEXAMIC ACID,650 MG,TABLET, $1.68 
066345,EVEROLIMUS,1 MG,TABLET, $14.51 
066349,PITAVASTATIN CALCIUM,1 MG,TABLET, $2.85 
066350,PITAVASTATIN CALCIUM,2 MG,TABLET, $2.88 
066351,PITAVASTATIN CALCIUM,4 MG,TABLET, $2.63 
066352,DUTASTERIDE/TAMSULOSIN HCL,0.5-0.4 MG,CPMP 24HR, $3.13 
066364,MULTIVIT NO.48/IRON FUM/FA/DHA,28-1-250MG,CAPSULE, $0.08 
066366,VIT A/BETA-CAROT/D2/E/SELENIUM,10000-400,TABLET, $0.08 
066372,BUTALB/ACETAMINOPHEN/CAFFEINE,50-300-40,CAPSULE, $1.19 
066373,GATIFLOXACIN,0.5 %,DROPS, $24.81 
066381,ASPIRIN/CAFFEINE,1000-65 MG,POWD PACK, $0.18 
066386,LACOSAMIDE,10 MG/ML,SOLUTION, $0.25 
066403,OMEPRAZOLE MAGNESIUM,20 MG,CAPSULE DR, $0.41 
066411,SULFACETAMIDE SODIUM/SULFUR,9 %-4 %,CLEANSER, $0.33 
066416,LACTOBACILLUS REUTERI,100MM/5DRP,DROPS SUSP, $2.18 
066419,NOREPINEPHRINE BIT/0.9 % NACL,8 MG/250ML,PLAST. BAG, $0.24 
066420,"PNV,CALCIUM 72/IRON/FOLIC ACID",27 MG-1 MG,TABLET, $0.08 
066431,PIPERACILLIN SODIUM/TAZOBACTAM,13.5 G,VIAL, $39.27 
066447,AMIKACIN SULFATE,500 MG/2ML,VIAL, $3.72 
066450,AMIKACIN SULFATE,1000MG/4ML,VIAL, $3.46 
066494,MULTIVIT-MIN/FOLIC ACID/LUTEIN,500-250MCG,TABLET, $0.08 
066495,EVEROLIMUS,2.5 MG,TABLET, $19.30 
066514,MULTIVIT-MIN/FA/LYCOPEN/LUTEIN,500-300MCG,TABLET, $0.08 
066533,DONEPEZIL HCL,23 MG,TABLET, $0.85 
066538,OLMESARTAN/AMLODIPIN/HCTHIAZID,20-5-12.5,TABLET, $2.04 
066539,OLMESARTAN/AMLODIPIN/HCTHIAZID,40-5-12.5,TABLET, $1.91 
066540,OLMESARTAN/AMLODIPIN/HCTHIAZID,40-5-25 MG,TABLET, $1.93 
066541,OLMESARTAN/AMLODIPIN/HCTHIAZID,40-10-12.5,TABLET, $1.81 
066542,OLMESARTAN/AMLODIPIN/HCTHIAZID,40-10-25MG,TABLET, $2.21 
066556,MV-MINS/IRON/FOLIC/LUT/HERB175,3MG-133-33,CAPSULE, $0.08 
066558,CLOZAPINE,200 MG,TAB RAPDIS, $14.50 
066587,BACILLUS COAGULANS/INULIN,1B-250 MG,CAPSULE, $0.38 
066591,DOXEPIN HCL,3 MG,TABLET, $2.75 
066592,DOXEPIN HCL,6 MG,TABLET, $2.75 
066611,DEXMETHYLPHENIDATE HCL,40 MG,CPBP 50-50, $2.71 
066612,ROFLUMILAST,500 MCG,TABLET, $0.70 
066635,BUPRENORPHINE HCL/NALOXONE HCL,2 MG-0.5MG,FILM, $2.06 
066636,BUPRENORPHINE HCL/NALOXONE HCL,8 MG-2 MG,FILM, $2.79 
066646,UREA,45 %,GEL/PF APP, $5.08 
066656,VIT A/VIT C/VIT E/ZINC/COPPER,2148-113,TABLET, $0.13 
066670,"SODIUM, POTASSIUM,MAG SULFATES",17.5-3.13G,SOLN RECON, $0.27 
066672,MAGNESIUM CHLORIDE,71.5 MG,TABLET DR, $0.15 
066677,"COAGULATION FACTOR VIIA,RECOMB",8 MG,VIAL, $1.75 
066683,MINOCYCLINE HCL,55 MG,TAB ER 24H, $23.04 
066684,MINOCYCLINE HCL,80 MG,TAB ER 24H, $23.04 
066685,MINOCYCLINE HCL,105 MG,TAB ER 24H, $23.04 
066694,"MV,CA,MIN/IRON FUM/FA/BACILL C",14-200-90,TABLET, $0.08 
066708,CYANOCOBALAMIN (VITAMIN B-12),5000 MCG,TAB SUBL, $0.25 
066709,FINGOLIMOD HCL,0.5 MG,CAPSULE, $13.27 
066718,PEDI MULTIVIT NO.82 W-FLUORIDE,0.5 MG/ML,DROPS, $0.27 
066719,"PED MVIT A,C,D3 NO.21/FLUORIDE",0.25 MG/ML,DROPS, $0.33 
066726,DROSPIR/ETH ESTRA/LEVOMEFOL CA,3-0.02(24),TABLET, $4.59 
066734,MV NO.49/IRON/FA/LMEFOLATE/DHA,27-1.13 MG,CAPSULE, $0.08 
066735,MULTIVIT-MIN/FERROUS FUMARATE,9 MG/15 ML,LIQUID, $0.08 
066742,CHLOROPROCAINE HCL/PF,20 MG/ML,VIAL, $1.29 
066744,THIOTEPA,100 MG,VIAL," $1,407.92 "
066750,DOCETAXEL,20MG/ML(1),VIAL, $13.86 
066756,HYDROCORTISONE,1 %,LOTION, $0.11 
066758,TYROSINE,500 MG,CAPSULE, $0.08 
066771,"PETROLATUM,WHITE",44 %,OINT. (G), $0.02 
066781,DABIGATRAN ETEXILATE MESYLATE,150 MG,CAPSULE, $2.00 
066791,SULFACETAMIDE SODIUM/SULFUR,8 %-4 %,SUSPENSION, $0.22 
066795,PROPYLENE GLYCOL,0.6 %,DROPS, $0.23 
066799,GUAIFEN/DEXTROMETHORPHAN/PE,400-20-10,LIQUID, $0.02 
066815,RISEDRONATE SODIUM,35 MG,TABLET DR, $28.44 
066816,SAXAGLIPTIN HCL/METFORMIN HCL,5 MG-500MG,TBMP 24HR, $12.64 
066817,SAXAGLIPTIN HCL/METFORMIN HCL,5MG-1000MG,TBMP 24HR, $12.64 
066818,SAXAGLIPTIN HCL/METFORMIN HCL,2.5-1000MG,TBMP 24HR, $7.30 
066822,"MULTIVIT, MIN NO.23/FOLIC ACID",1 MG,WAFER, $0.08 
066837,FOSAPREPITANT DIMEGLUMINE,150 MG,VIAL, $21.64 
066838,ERIBULIN MESYLATE,1 MG/2 ML,VIAL, $504.62 
066842,MV-MINS NO.24/IRON/FOLIC ACID,60 MG-1 MG,TABLET, $0.08 
066844,NAPROXEN SODIUM,220 MG,CAPSULE, $0.17 
066852,MV-MIN 51/FOLIC ACID/VIT K/UBI,100-350MCG,TAB CHEW, $0.08 
066879,BENZOYL PEROXIDE,9.8 %,FOAM, $1.53 
066887,ACETAMINOPHEN,1000MG/100,VIAL, $0.10 
066895,CLONIDINE HCL,0.1 MG,TAB ER 12H, $0.48 
066899,GLUCOSAMINE/CHONDROITIN A/MSM,500-200 MG,TABLET, $1.18 
066909,MULTIVIT/IRON/FOLIC ACID/HB179,13.5MG-200,TABLET, $0.08 
066914,GLYCOPYRROLATE,1 MG/5 ML,SOLUTION, $0.47 
066915,MV-MN/FOLIC ACID/LUTEIN/HRB178,200-175MCG,TABLET, $0.08 
066917,CLONIDINE HCL,0.17 MG,TAB ER 24H, $19.76 
066932,LURASIDONE HCL,40 MG,TABLET, $0.38 
066933,LURASIDONE HCL,80 MG,TABLET, $0.53 
066942,BACLOFEN,50 MCG/ML,SYRINGE, $19.16 
066943,BACLOFEN,10000/20ML,VIAL, $9.68 
066944,BACLOFEN,40000/20ML,VIAL, $15.05 
066946,MULTIVIT-MIN/FOLIC ACID/VIT K1,400-80 MCG,CAPSULE, $0.08 
066947,DROSPIR/ETH ESTRA/LEVOMEFOL CA,3-0.03(21),TABLET, $5.09 
066948,MULTIVIT-MIN/IRON/FOLIC ACID/K,18-600-40,CAPSULE, $0.08 
066952,"ANTIHEMOPH.FVIII,B-DOMAIN DEL",3000 (+/-),SYRINGE, $1.28 
066968,DASATINIB,80 MG,TABLET, $348.33 
066969,DASATINIB,140 MG,TABLET, $387.04 
066978,CLINDAMYCIN PHOS/BENZOYL PEROX,1.2%-2.5%,GEL W/PUMP, $8.66 
066980,MULTIVITAMIN/FA/ZINC ASCORBATE,0.2MG-15MG,CAPSULE, $0.08 
066982,ETRAVIRINE,200 MG,TABLET, $26.21 
066985,MV-MN/FOLIC/Q10/LYCOPEN/LUTEIN,400-250MCG,TABLET, $0.08 
066988,SPINOSAD,0.9 %,SUSPENSION, $1.96 
067021,"HEPARIN SODIUM,PORCINE/PF",5000/0.5ML,VIAL, $11.48 
067026,"MV,CA,MIN/IRON/FA/EGCG/CAFFEIN",18-400-32,TABLET, $0.08 
067036,PEDI MULTIVIT NO.25/FOLIC ACID,300 MCG,TAB CHEW, $0.03 
067043,TOPOTECAN HCL,4 MG/4 ML,VIAL, $11.26 
067072,MELATONIN/TRYPTOPHAN,3 MG-100MG,CAPSULE, $4.90 
067073,HYPROMELLOSE CAPSULES (EMPTY),,CAPSULE, $0.02 
067074,EMOLLIENT NO56/HYALURONIC ACID,,GEL (GRAM), $0.10 
067081,CALCIUM CARBONATE/VITAMIN D3,600MG-12.5,CAPSULE, $0.13 
067088,"SYRINGE,NEEDLE,INSULN,SAFE,1ML","30 GX5/16""",DISP SYRIN, $0.20 
067089,"SYRINGE,NEEDLE,INSULN,SF,0.3ML","29 G X1/2""",DISP SYRIN, $0.41 
067090,"MV-MINERALS/FA/OMEGA 3,6,9 #3",400 MCG,CAPSULE, $0.08 
067091,"MV-MN/IRON FUM/FA/OMEGA3,6,9#3",18 MG-600,CAPSULE, $0.08 
067103,FACTOR XIII,1000-1600,VIAL, $8.63 
067104,B COMPLX/C/FOLIC/ZINC/COPPER/E,500-0.4 MG,TABLET, $0.08 
067108,OMEGA-3/DHA/EPA/FISH OIL,300-1000MG,CAPSULE DR, $0.11 
067109,DOCETAXEL,160 MG/8ML,VIAL, $20.44 
067111,VANCOMYCIN HCL IN 5 % DEXTROSE,750MG/.15L,FROZ.PIGGY, $0.09 
067125,MULTIVIT-MIN/IRON/FA/VIT K/LUT,8MG-400MCG,TABLET, $0.08 
067131,RUFINAMIDE,40 MG/ML,ORAL SUSP, $0.77 
067154,TESTOSTERONE,30MG/1.5ML,SOL MD PMP, $3.12 
067167,DOCETAXEL,80 MG/8 ML,VIAL, $8.30 
067169,DOCETAXEL,160MG/16ML,VIAL, $7.65 
067175,"SYRINGE,NEEDLE,INSULN,SF 0.5ML","30 GX5/16""",DISP SYRIN, $0.45 
067179,VARDENAFIL HCL,10 MG,TAB RAPDIS, $19.00 
067193,"SYRINGE,NEEDLE,INSULN,SF 0.5ML","29 G X1/2""",DISP SYRIN, $0.14 
067194,"SYRINGE,NEEDLE,INSULN,SAFE,1ML","29 G X1/2""",DISP SYRIN, $0.14 
067196,DEFERIPRONE,1000 MG,TABLET, $156.48 
067220,NORETH-ETHINYL ESTRADIOL/IRON,0.8-25(24),TAB CHEW, $2.22 
067221,LAMOTRIGINE,300 MG,TAB ER 24, $2.45 
067223,SODIUM FERRIC GLUCONAT/SUCROSE,62.5MG/5ML,VIAL, $2.22 
067250,NEVIRAPINE,400 MG,TAB ER 24H, $5.93 
067288,MULTIVIT NO.50/IRON COMP/FOLIC,155 MG-1MG,CAPSULE, $0.08 
067312,PHENYLALANINE,100 %,POWDER, $3.10 
067349,ABIRATERONE ACETATE,250 MG,TABLET, $1.39 
067366,TESTOSTERONE,20.25/1.25,GEL MD PMP, $1.08 
067376,VILAZODONE HCL,10 MG,TABLET, $1.53 
067377,VILAZODONE HCL,20 MG,TABLET, $1.51 
067378,VILAZODONE HCL,40 MG,TABLET, $1.68 
067386,KETOROLAC TROMETHAMINE,15.75 MG,SPRAY, $227.02 
067434,CICLOPIROX/UREA/CAMPH/MEN/EUC,8 %,SOLUTION, $14.74 
067468,"MULTIVIT,CALC,MINS/IRON/FOLIC",27MG-400,TABLET, $0.08 
067481,DEXTROMETHORPHAN HB/DOXYLAMINE,7.5-3.125,LIQUID, $0.04 
067522,PRAMIPEXOLE DI-HCL,2.25 MG,TAB ER 24H, $4.03 
067523,PRAMIPEXOLE DI-HCL,3.75 MG,TAB ER 24H, $4.48 
067526,MULTIVIT-MIN/FA/LYCOPENE/BORON,200MCG-5MG,TABLET, $0.08 
067527,VITAMIN B COMPLEX/LYSINE,790MG/15ML,LIQUID, $0.02 
067529,CAPSAICIN/ME-SALICYLATE/MENTH,0.002%-20%,LOTION, $2.33 
067537,"VITB,C/IRON FUM/FA/VIT E/AA 16",300-4-0.4,TABLET, $0.08 
067538,MV-MIN/IRON/FOLIC AC/CAL/D3/AA,2.25-0.1MG,TABLET, $0.08 
067540,"MULTIVIT,CALC,MINS/IRON/FOLIC",500-18-0.4,TABLET, $0.08 
067552,VIT B COMP WITH C/CALCIUM CARB,300-150 MG,TABLET, $0.08 
067561,OSELTAMIVIR PHOSPHATE,6 MG/ML,SUSP RECON, $0.38 
067588,EPOPROSTENOL SODIUM,1.5 MG,VIAL, $29.10 
067591,SULFACETAMIDE SODIUM/SULFUR,9 %-4.5 %,CLEANSER, $2.60 
067605,"ANTIHEMOPHILIC FACTOR, HUMAN",801-1500,VIAL, $1.06 
067606,"ANTIHEMOPHILIC FACTOR, HUMAN",1501-2000,VIAL, $1.06 
067629,MULTIVIT-MIN 62/IRON FUM/FOLIC,106 MG-1MG,CAPSULE, $0.08 
067635,DM/ACETAMINOPHEN/DOXYLAMINE,15-325/15,LIQUID, $0.02 
067644,"MV-MINS NO73/IRON FUM,PS/FOLIC",106 MG-1MG,CAPSULE, $0.08 
067679,FERROUS GLUCONATE,324(37.5),TABLET, $0.07 
067685,GABAPENTIN,300 MG,TAB ER 24H, $10.21 
067686,GABAPENTIN,600 MG,TAB ER 24H, $8.61 
067692,DEXMETHYLPHENIDATE HCL,25 MG,CPBP 50-50, $3.33 
067693,DEXMETHYLPHENIDATE HCL,35 MG,CPBP 50-50, $2.26 
067700,PROCHLORPERAZINE EDISYLATE,10 MG/2 ML,VIAL, $2.23 
067702,GUAIFENESIN/PSEUDOEPHEDRNE HCL,375MG-60MG,TABLET, $0.61 
067735,BENZOCAINE/MENTHOL,15MG-3.6MG,LOZENGE, $0.11 
067808,"ANTIHEMOPH.FVIII,B-DOMAIN DEL",1000 (+/-),SYRINGE, $1.28 
067809,"ANTIHEMOPH.FVIII,B-DOMAIN DEL",2000 (+/-),SYRINGE, $1.28 
067841,LIDOCAINE HCL/BENZALKONIUM CHL,0.5%-0.13%,CREAM PACK, $0.03 
067853,OM-3/DHA/EPA/D3/B12/FA/B-6/PHY,500-1000-1,CAPSULE, $0.08 
067901,IBUPROFEN/FAMOTIDINE,800-26.6MG,TABLET, $2.24 
067926,PHENYLEPHRINE/DM/ACETAMINOP/GG,10-650/20,LIQUID, $0.03 
067982,MV-MIN NO.9/FOLIC/SAW PALM FRT,1MG-320MG,TABLET, $0.08 
068025,CHLORZOXAZONE,375 MG,TABLET, $1.46 
068026,CHLORZOXAZONE,750 MG,TABLET, $2.14 
068035,"MULTIVIT,MIN52/FOLIC/VITK/CQ10",100-700MCG,CAPSULE, $0.08 
068038,"CALCIUM CARB, CITRATE/VIT D3",600MG-12.5,TABLET ER, $0.16 
068084,GEMCITABINE HCL,1 G/26.3ML,VIAL, $1.01 
068085,GEMCITABINE HCL,2 G/52.6ML,VIAL, $0.69 
068086,GEMCITABINE HCL,200MG/5.26,VIAL, $0.76 
068093,LAMOTRIGINE,250 MG,TAB ER 24, $3.03 
068106,NOREPINEPHRINE BIT/0.9 % NACL,16MG/250ML,PLAST. BAG, $0.33 
068117,FLUOXETINE HCL,60 MG,TABLET, $0.70 
068153,LABETALOL HCL,20 MG/4 ML,SYRINGE, $2.05 
068154,MULTIVIT-MINERALS/FOLIC ACID,0.5 MG,TABLET, $0.08 
068166,DICLOFENAC POTASSIUM,50 MG,POWD PACK, $21.75 
068182,PNV NO.95/FERROUS FUM/FOLIC AC,28MG-0.8MG,TABLET, $0.03 
068183,TRANEXAMIC ACID,1000 MG/10,VIAL, $0.46 
068187,DOCUSATE SODIUM,283 MG/5ML,ENEMA, $0.57 
068195,MV-MINS 72/IRON/FA/DSS/Q10/DHA,15-0.5-25,TABLET, $0.08 
068196,LEVOTHYROXINE SODIUM,100 MCG,VIAL, $92.02 
068215,PRENATAL VITS96/IRON FUM/FOLIC,27MG-0.8MG,TABLET, $0.03 
068217,LACTULOSE,20 G/30 ML,SOLUTION, $0.07 
068235,"MULTIVIT,CAL,MINS/FA/BIOFLAV4",800 MCG,COMBO. PKG, $0.08 
068243,LACTULOSE,10 G/15 ML,SOLUTION, $0.03 
068247,M-TETRAHYROFOLATE/NIACIN/CU/ZN,0.5-750 MG,TABLET, $0.08 
068256,MELATONIN/PYRIDOXINE HCL (B6),5 MG-10 MG,TAB IR ER, $0.28 
068263,EUCALYPTUS OIL,100 %,OIL, $0.51 
068314,MULTIVIT-MINERALS/FOLIC ACID,200 MCG,TAB CHEW, $0.08 
068366,MV-MINS/FOLIC/LYCOPENE/GINKGO,400-300MCG,TABLET, $0.08 
068370,"MULTIVIT,CALC,MINS/IRON/FOLIC",450-18-0.4,TABLET, $0.08 
068387,MULTIVIT NO46/IRON/FOLATE6/DHA,29-1-300MG,CAPSULE, $0.08 
068393,LEVETIRACETAM IN NACL (ISO-OS),500MG/0.1L,PIGGYBACK, $0.07 
068394,LEVETIRACETAM IN NACL (ISO-OS),1000MG/100,PIGGYBACK, $0.11 
068395,LEVETIRACETAM IN NACL (ISO-OS),1500MG/100,PIGGYBACK, $0.15 
068419,MULTIVIT 45/IRON/FOLATE 6/DHA,28-1-300MG,CAPSULE, $0.08 
068428,"ANTIHEMOPH.FVIII,B-DOMAIN DEL",250 (+/-),SYRINGE, $1.28 
068429,"ANTIHEMOPH.FVIII,B-DOMAIN DEL",500 (+/-),SYRINGE, $1.28 
068448,LURASIDONE HCL,20 MG,TABLET, $0.22 
068502,"MULTIVIT INFUSN,ADULT 4,VIT K",200-150/10,VIAL, $0.08 
068550,MV-MIN/FA/D3/OM-3/DHA/EPA/FISH,200MCG-500,CAPSULE, $0.08 
068579,IVERMECTIN,0.5 %,LOTION, $1.87 
068580,SYRINGE FILTER,25 MM-0.22,EACH, $11.20 
068582,EVEROLIMUS,7.5 MG,TABLET, $26.49 
068600,HYDROCODONE/ACETAMINOPHEN,7.5-325/15,SOLUTION, $0.24 
068613,IMIQUIMOD,3.75 %,CRM MD PMP, $57.40 
068626,NAFTIFINE HCL,2 %,CREAM (G), $3.30 
068644,OMEGA-3/DHA/EPA/FISH OIL,60 MG-90MG,CAPSULE, $0.03 
068668,MULTIVITAMIN/FOLIC ACID/DHA,200 MCG-16,TAB CHEW, $0.08 
068673,"MV,CA,MIN/IRON/FA/GUARANA/CAFF",18MG-0.4MG,TABLET, $0.08 
068715,DIAZEPAM,5 MG/5 ML,SOLUTION, $4.55 
068726,ZOLPIDEM TARTRATE,1.75 MG,TAB SUBL, $6.37 
068727,ZOLPIDEM TARTRATE,3.5 MG,TAB SUBL, $6.37 
068741,PRENATAL 25/IRON/FOLATE 6/DHA,30-1-200MG,CAPSULE, $6.51 
068767,DIPHENHYDRAMINE HCL,25 MG,CAPSULE, $0.25 
068770,LIDOCAINE/MENTHOL,4 %-1 %,ADH. PATCH, $1.94 
068779,BUTALBITAL/ACETAMINOPHEN,50MG-300MG,TABLET, $8.73 
068787,"PED MVIT A,C,D3 NO.38/FLUORIDE",0.25 MG/ML,DRPS SP BP, $4.56 
068788,"PED MVIT A,C,D3 NO.38/FLUORIDE",0.5 MG/ML,DRPS SP BP, $3.77 
068858,"MV,IRON/FOLIC/D3/OM-3/DHA/EPA",400MCG-500,CAPSULE, $0.08 
068878,ADAPALENE,0.3 %,GEL W/PUMP, $3.81 
068879,METRONIDAZOLE,1 %,GEL W/PUMP, $1.30 
068880,ADAPALENE/BENZOYL PEROXIDE,0.1 %-2.5%,GEL W/PUMP, $0.70 
068881,TRETINOIN MICROSPHERES,0.04 %,GEL W/PUMP, $7.56 
068882,TRETINOIN MICROSPHERES,0.1 %,GEL W/PUMP, $7.56 
068895,MELATONIN,5 MG,TAB RAPDIS, $0.09 
068896,CITRULLINE,,POWDER, $0.08 
068901,"SYRING-NEEDL,DISP,INSUL,0.3 ML","31GX15/64""",DISP SYRIN, $0.29 
068902,"SYRINGE-NEEDLE,INSULIN,0.5 ML","31GX15/64""",DISP SYRIN, $0.27 
068903,"SYRINGE AND NEEDLE,INSULIN,1ML","31GX15/64""",DISP SYRIN, $0.26 
068914,GLUCOSAMINE/D3/BOSWELLIA SERRA,1500MG-400,TABLET, $0.59 
068915,CALCIUM ACETATE/ALUMINUM SULF,952-1347MG,POWD PACK, $0.85 
068932,MULTIVIT-MIN/FA/LUTEIN/ZEAXANT,100-5-1,TABLET, $0.08 
068956,VITAMIN A PALMITATE,7500 MCG,CAPSULE, $0.43 
068980,LENALIDOMIDE,2.5 MG,CAPSULE, $896.76 
069033,MULTIVIT-MIN/FOLIC/VIT K/LYCOP,400-300MCG,TABLET, $0.08 
069034,MV-MIN/FOLIC/K1/LYCOPEN/LUTEIN,300-60 MCG,TABLET, $0.08 
069095,MULTIVITAMIN NO.44/IRON/FA/DHA,29-1-350MG,CAPSULE, $0.08 
069101,OXYCODONE HCL,5 MG,TABLET ORL, $14.71 
069144,AZELASTINE/FLUTICASONE,137-50 MCG,SPRAY/PUMP, $3.94 
069145,SULFUR,3 %,BAR, $4.59 
069152,RIBAVIRIN,200-400(7),TAB DS PK, $16.02 
069173,"MV,CALC,MIN/IRON/FOLIC/BIOTIN",1 MG-66.7,TABLET, $0.08 
069192,POTASSIUM GLUCONATE,550(90)MG,TABLET, $0.03 
069205,MVIT-MINS/FOLIC ACID/SOY ISOFL,0.4MG-60MG,TABLET, $0.08 
069214,"MV,CALCIUM,MIN/IRON/FOLIC ACID",18-0.4-6MG,TABLET, $0.08 
069220,"MV,CA,MIN/IRON/FA/GUARANA/CAFF",9-400-200,TABLET, $0.08 
069221,"MULTIVIT,CALC,MINS/IRON/FOLIC",9MG-200MCG,TABLET, $0.08 
069228,"PEN NEEDLE, DIABETIC","32 GX3/16""",DIS NEEDLE, $0.13 
069253,ANTIHEMOPHILIC FACTOR/VWF,500-500,VIAL, $1.02 
069254,ANTIHEMOPHILIC FACTOR/VWF,1K-1K UNIT,VIAL, $1.02 
069264,DEXCHLORPHENIR/PSEUDOEPHED/DM,1-30-15/5,LIQUID, $0.07 
069292,MULTIVITAMIN WITH FOLIC ACID,400 MCG,TABLET, $0.08 
069339,PREGABALIN,20 MG/ML,SOLUTION, $0.25 
069372,MULTIVIT-MIN/IRON FUM/FOLIC AC,14 MG-400,TABLET, $0.08 
069377,CAPSAICIN/MENTHOL,0.0375%-5%,ADH. PATCH, $18.38 
069400,BACLOFEN,20K MCG/20,VIAL, $17.67 
069402,HYPROMELLOSE DR CAP (EMPTY),,CAPSULE DR, $0.18 
069526,RIBAVIRIN,400-400(7),TAB DS PK, $16.87 
069527,RIBAVIRIN,600-400(7),TAB DS PK, $21.09 
069529,RIBAVIRIN,600-600(7),TAB DS PK, $25.30 
069565,MECOBALAMIN,5000 MCG,TAB RAPDIS, $0.77 
